0.000000000000000000e+00 -1.241022977313720535e-02 3.504610907538428799e-02 1.931220562177299272e-03 1.624117434409415653e-02 1.152653887070330743e-02 1.860521200168352993e-03 9.720379663670274464e-04 1.661675656389232075e-03 -1.476935163793125297e-03
1.000000000000000056e-01 -6.181836774612361335e-02 -1.575174732952341547e-02 -4.249093015176060029e-02 -3.775195370114148991e-02 -1.242100166320305073e-02 -1.160381407940237752e-02 -1.412456142354723623e-02 -7.872949950247575684e-03 -8.818475900997128566e-03
2.000000000000000111e-01 -1.724984922517267816e-01 -6.615109126259316463e-03 -3.510014924597962271e-02 -1.977519530265912928e-02 -6.128900363121188993e-03 -1.457528441622846574e-02 -1.457583290240256971e-02 -1.848464652878538395e-02 -1.644152715679662868e-02
3.000000000000000444e-01 3.279410352914662041e-02 1.327591343700691012e-02 5.052791442349637008e-03 -9.751638464365218126e-03 -1.756079541285711018e-02 -1.588672073559654896e-02 -1.969927464177648538e-02 -1.936492793976747964e-02 -2.026309163798186569e-02
4.000000000000000222e-01 -1.797712204624555554e-01 -8.056503825121966167e-02 1.813256734805355000e-02 5.663002086091217802e-03 -1.478196856842750768e-02 -1.806164545542070232e-02 -1.440505154602635292e-02 -2.098374715514704156e-02 -2.101095213841962933e-02
5.000000000000000000e-01 4.907306502389763292e-02 -2.126100019861219478e-02 -2.174508754894110066e-02 2.883217978953522831e-03 -1.494162598953162509e-02 -2.061845406771980332e-02 -1.911762457581790350e-02 -1.847194783910565893e-02 -2.127868770081679448e-02
6.000000000000000888e-01 -4.388661496230487902e-02 -2.318205967332895995e-02 -4.189527816238455132e-02 -2.052924065890655153e-03 1.149756248164053585e-03 -1.789760704002869157e-02 -2.281115600427227261e-02 -1.841577337936145184e-02 -1.579376841065745912e-02
7.000000000000000666e-01 1.019681286157883143e-01 7.731364676079950649e-02 -5.631716743096758931e-02 -1.531841783461846546e-03 -8.028114614233746588e-03 3.587108748689856949e-03 -1.052408381661688007e-02 -1.444047317146221823e-02 -8.748543381669178151e-03
8.000000000000000444e-01 1.179027327848644613e-02 2.914942048338475811e-02 -1.475610783185529740e-02 -3.856342068894115689e-03 -1.349105439461167205e-02 -1.249794305288643922e-02 -4.409059694963181515e-03 -7.857735099410810553e-03 -3.831026970157618700e-03
9.000000000000000222e-01 -1.928533638638521563e-02 -2.781175804020200731e-02 -3.284170340683081890e-02 -1.135787757365045586e-02 1.798075668568425295e-02 -2.616451873566855678e-03 7.245807994769266035e-03 2.601558744593765460e-03 4.184625618856181554e-03
1.000000000000000000e+00 9.027552378929809551e-02 -7.311924748142402397e-02 4.703169238515470668e-02 5.175779093843227430e-02 1.794372480509354856e-02 1.939008890892450834e-02 1.999726399869926688e-02 1.745185538119465099e-02 1.466483142783752552e-02
1.100000000000000089e+00 -3.115140482611532952e-02 8.602646196909584375e-03 7.185153993354852220e-02 1.200469701767289607e-02 3.687782123281199698e-02 3.406444139143052080e-02 2.913797708673114897e-02 2.982453464460619805e-02 2.684033757690401992e-02
1.200000000000000178e+00 4.978170533133434439e-02 6.940140384777887528e-03 5.929898013051465577e-03 5.960986359543248014e-02 3.805751034854754772e-02 5.143129145361779314e-02 4.073276849557900398e-02 4.182251097065153161e-02 4.184513108336865295e-02
1.300000000000000044e+00 -1.178278354524361915e-02 1.528825570412888912e-01 8.102614051128549655e-02 7.405439278508500756e-02 5.544129687235973408e-02 5.418894809251550981e-02 5.521120550985606640e-02 5.524386951139394208e-02 5.483944427754057493e-02
1.400000000000000133e+00 -6.183180185824574404e-02 9.397472284899149875e-02 1.228140853614572564e-01 6.867583808978044990e-02 8.207643588394948619e-02 6.921488870144557048e-02 6.720363436260314016e-02 6.957994924817767490e-02 7.016345183072368596e-02
1.500000000000000000e+00 -1.830195704123071809e-01 1.662749847021012806e-01 8.250978533377914537e-02 1.005125840444724972e-01 9.322966911346317054e-02 7.548754317896443078e-02 8.699281868344388435e-02 8.489759115111414345e-02 8.868240391230937381e-02
1.600000000000000089e+00 1.149501519813430211e-01 1.461094709769618361e-01 6.997889702566359449e-02 1.353978237397844286e-01 8.953645893198314276e-02 9.183220227533958613e-02 1.008732331589035497e-01 1.009533623039219064e-01 1.019203915336980570e-01
1.700000000000000178e+00 1.628425774097626844e-01 1.315341031300671093e-01 1.083198694513222149e-01 1.102654525665933694e-01 1.279111946017307821e-01 1.168779278876712346e-01 1.161202085629027547e-01 1.149027290248653549e-01 1.171368136456516357e-01
1.800000000000000044e+00 1.262720952210884540e-01 2.604350526420432521e-01 1.825364502345388495e-01 1.272419266174006636e-01 1.353126194454253584e-01 1.313981188094787977e-01 1.334613169785194287e-01 1.334994717390276808e-01 1.327255939503863003e-01
